Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
5641,Temajo,"",KALIMANTAN BARAT,Kab. PONTIANAK,"",,"0.4986111111111111,108.85111111111111"
5008,Kele,"",NUSA TENGGARA BARAT,Kab. SUMBAWA,"",,"-8.563771111111112,117.71200444444445"
3792,Aweng,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.9041666666666667,103.94916666666667"
7717,Palala Dua,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.5175000000000001,121.91722222222222"
7895,Batuappa' Bara',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.468066944444445,120.42777444444445"
3256,Malangaberendam,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.23815444444444445,104.52917444444445"
8725,Tukohpadinding Kima,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"",,"-3.4925,122.46555555555555"
10271,Gasing,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"0.024722222222222222,127.42666666666668"
12984,Tor Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.2466388888888889,129.78731527777776"
12671,Panun Lol Lu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.0043188888888888,130.65221916666667"
12196,Kumkum Genan Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.12375083333333334,130.09892944444445"
6709,Laga Besar,"",SULAWESI UTARA,Kab. BOLAANG MONGONDOW TIMUR,"",,"0.5730394444444444,124.56621444444444"
12825,Sapennipnu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.175198611111111,130.59702944444444"
1968,Ceparcepur,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-2.532431388888889,107.65140777777778"
8853,Nge'o,"",GORONTALO,Kab. POHUWATO,"",,"0.5384558333333334,121.536945"
9072,Vatfen,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.64,132.72"
3725,Temawan Besar,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"3.210277777777778,106.31805555555555"
9458,Gwarija Kangkana,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.254722222222222,134.40972222222223"
854,Anuling,"",SULAWESI UTARA,Kab. BOLAANG MONGONDOW UTARA,Pinogaluman,,"0.9580555555555555,0.185"
8973,Anan,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.733888888888889,132.76111111111112"
5579,Tatobo Basar,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.33888888888889,120.1211111111111"
4360,Banyunglerep,"",JAWA TIMUR,Kab. PACITAN,"",,"-8.269722222222223,111.22666666666667"
4009,Penjahit Layar,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.9069444444444444,104.04527777777777"
8660,Wembe,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.487777777777778,123.73361111111112"
2213,Saman,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"",,"-1.5969444444444445,105.42416666666666"
13707,Miwarafuce Risintor,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.8122477777777775,134.00490027777778"
7575,Kasojo Dua,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4261111111111111,121.80527777777777"
6165,Pabahanan,"",KALIMANTAN TIMUR,Kab. BERAU,"",,"2.2369444444444446,118.6308061111111"
6762,Manuk Togong,"",SULAWESI TENGAH,Kab. BANGGAI,"",,"-0.5686111111111111,122.58916666666666"
13689,Mirawafuce Risinsemus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.8134452777777774,134.00232"
9998,Madula,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"0.8741666666666666,127.5261111111111"
10291,Igo,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.04083333333333333,127.20055555555555"
10321,Kasiruta,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.3888888888888889,127.19444444444444"
375,Kalih,"",BANTEN,Kab. SERANG,Pulo Ampel,""
2204,Melala,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"",,"-1.5258333333333334,105.59472222222222"
10770,Kapal Yef,"",PAPUA BARAT,Kab. SORONG,"",,"-1.2252594444444445,131.1090602777778"
3068,Bebek Kecil,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.24337,104.47859"
9889,Wetang,"",MALUKU,Kab. MALUKU BARAT DAYA,"",,"-7.907500000000001,129.54083333333332"
2722,Merak,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.9569444444444444,103.36083333333333"
6015,Sepisau,"",KALIMANTAN SELATAN,Kab. KOTA BARU,"",,"-2.6244444444444444,116.27111111111111"
5648,Tayan,"",KALIMANTAN BARAT,Kab. SANGGAU,"",,"-0.04083333333333333,110.11"
10778,Kasim,"",PAPUA BARAT,Kab. SORONG,"",,"-1.298111111111111,131.01674555555556"
1791,Umang,"",LAMPUNG,Kab. LAMPUNG SELATAN,"",,"-5.929670000000001,105.51486"
2357,Tempuling,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-2.574722222222222,108.74972222222222"
7333,Tetapen,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.3283333333333334,123.11805555555554"
1924,Mentigi,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"",,"-1.5294444444444444,105.69"
9790,Toltoljurin,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.620833333333334,134.7763888888889"
13128,Wayilbatan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.2117186111111113,130.4329038888889"
12859,Sitpopoyef Les,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.3125455555555555,130.61891472222223"
2494,Menggirang Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.8802777777777778,107.52055555555556"
8189,Caria Lampe,"",SULAWESI SELATAN,Kab. LUWU TIMUR,"",,"-2.676111111111111,121.05583333333333"
8135,Sambargitang,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-7.144722222222223,118.27916666666667"
4136,Uku,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.9299230555555555,104.15657861111112"
2362,Air Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.9813888888888889,104.86166666666666"
9800,Ujeje,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.400833333333334,134.74249999999998"
8502,Dahudahu,"",SULAWESI TENGGARA,Kab. BOMBANA,"",,"-5.224166666666667,122.075"
6223,Kelambu,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"2.834944722222222,117.62731972222221"
12086,Kapatsumailapo Lool,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.1786261111111111,130.28362972222223"
6585,Batukuhia,"",SULAWESI UTARA,Kab. MINAHASA UTARA,"",,"1.7430147222222223,125.16020583333334"
9719,Ruban,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.394066666666667,134.36548527777776"
10521,Timlis,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.4153025,127.75434333333334"
8177,Lawase,"",SULAWESI SELATAN,Kab. BARRU,"",,"-4.278611111111111,119.60916666666667"
14051,Uti Nuta,"",PAPUA,Kab. NABIRE,"",,"-2.9361111111111113,135.73"
8696,Labengki Besar,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"",,"-3.456666666666667,122.42916666666667"
10525,Toduku,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.3416666666666667,127.28999999999999"
11827,Heliudebus,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.8729455555555556,130.42466944444445"
13436,Sowowawini,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-1.783328611111111,134.18252805555554"
2233,Batuitam,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.2472222222222222,108.0786111111111"
3297,Mas,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.33948999999999996,104.44822"
6643,Putus Tiga,"",SULAWESI UTARA,Kab. MINAHASA TENGGARA,"",,"0.8635091666666667,124.74527944444445"
8057,Balobaloang Lompo,"",SULAWESI SELATAN,Kab. PANGKAJENE DAN KEPULAUAN,"",,"-6.651541111111111,118.92981"
7988,Rajuni Ki'di',"",SULAWESI SELATAN,Kab. KEPULAUAN SELAYAR,"",,"-6.539565,120.99882527777778"
9523,Karmug,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.768055555555556,134.74931999999998"
5685,Sempadi Laut,"",KALIMANTAN BARAT,Kab. KETAPANG,"",,"-1.426388888888889,110.00583333333333"
2265,Gusongbende Tige,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-3.0419444444444443,108.25833333333334"
6500,Empulage,"",SULAWESI UTARA,Kab. KEPULAUAN SANGIHE,"",,"3.3497261111111114,125.59403527777778"
8264,Ghilei,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.929666666666667,122.75755"
12602,Nubul,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1972280555555552,130.41106333333335"
4515,Lawang,"",JAWA TIMUR,Kab. MALANG,"",,"-8.396666666666667,112.45805555555556"
3346,Panggak,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.61161,104.33416666666666"
14345,Yamna Kecil,"",PAPUA,Kab. SARMI,"",,"-2.0344444444444445,139.24027777777778"
472,PISANG GADANG,"",SUMATERA BARAT,KOTA PADANG,PADANG SELATAN,""
11918,Kafdanya Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"0.16440416666666666,130.06491083333336"
10247,Dodera,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.6213888888888889,128.555"
8373,Rengku Dalam,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.9030555555555555,122.76777777777778"
6132,Bakungan Hea,"",KALIMANTAN TIMUR,Kab. BERAU,"",,"2.102465555555556,118.72932527777778"
8462,Wacuata,"",SULAWESI TENGGARA,Kab. BUTON,"",,"-6.2,122.69"
4682,Karamian,"",JAWA TIMUR,Kab. SUMENEP,"",,"-5.0713888888888885,114.59972222222221"
11734,Fialpop Ganan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.081517777777778,130.12135916666668"
11168,Pal,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.513107777777778,132.69776972222223"
9930,Anyuranyur,"",MALUKU UTARA,Kab. HALMAHERA BARAT,"",,"0.8869444444444444,127.66638888888889"
7156,Kenau,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.746388888888889,123.53166666666667"
1217,Buayo,"",SUMATERA UTARA,Kab. MANDAILING NATAL,"",,"0.7620027777777778,99.04016805555555"
7478,Buloko Satu,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.3133333333333333,122.23388888888888"
5021,Meriam Rea,"",NUSA TENGGARA BARAT,Kab. SUMBAWA,"",,"-8.6054625,117.84194277777777"
7177,Lalongo,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.5808333333333333,122.92027777777778"
9783,Tilarfufun,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-5.892532222222222,134.7273975"
10672,Roni,"",MALUKU UTARA,Kab. HALMAHERA TIMUR,"",,"0.9924999999999999,127.92916666666667"
7765,Rompoiladan,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.4986625,121.74176916666667"
13344,Manderi Katu,"",PAPUA BARAT,Kab. TELUK WONDAMA,"",,"-2.033218333333333,134.16063472222223"
1583,Airtawar,"",RIAU,Kab. INDRAGIRI HILIR,"",""
9324,Bambu,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.6,134.78333333333333"
5148,Waduuwi Woha,"",NUSA TENGGARA BARAT,KOTA BIMA,"",,"-8.691704722222223,119.19901083333333"
11634,Daram Fat,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1398508333333335,130.92451694444443"
11893,Kacaa Lafamailim,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9699644444444446,130.80404416666667"
165,Gin Besar,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
1843,Gosongsekopong,"",LAMPUNG,Kab. LAMPUNG TIMUR,"",,"-4.92837,105.91325"
10909,Batubesar,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.9603325000000003,132.12736611111112"
8584,Motonto Bahili,"",SULAWESI TENGGARA,Kab. WAKATOBI,"",,"-5.568108888888888,123.82744333333333"
1707,Burung,"",JAMBI,Kab. TANJUNG JABUNG TIMUR,"",,"-1.061388888888889,104.26277777777777"
13945,Wetuf,"",PAPUA BARAT,Kab. KAIMANA,"",,"-2.91283,133.8160752777778"
4569,Wisanggeni,"",JAWA TIMUR,Kab. MALANG,"",,"-8.403818333333334,112.53004722222222"
2525,Penyusuk,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"1.108888888888889,104.66027777777778"
6226,Koran,"",KALIMANTAN TIMUR,Kab. BULUNGAN,"",,"2.866111111111111,117.4475"
14508,Sariasi Kasun,"",PAPUA,Kab. SUPIORI,"",,"-0.65,135.41333333333333"
7097,Batupandak,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.3222222222222222,123.19444444444444"
6680,Gunatin,"",SULAWESI UTARA,Kab. SIAU TAGULANDANG BIARO,"",,"2.6824455555555553,125.4554488888889"
7415,Antara Kecil,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.34055555555555556,121.88333333333334"
6065,Merayap,"",KALIMANTAN TIMUR,Kab. PASER,"",,"-2.1602777777777775,116.45555555555556"
12388,Manikaipopo Lu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.9620127777777778,130.45956638888887"
14251,Kapaf Suru Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2859616666666664,136.3125"
1021,Dua,"",ACEH,Kab. ACEH SINGKIL,"",,"2.1869444444444444,97.32694444444444"
361,Kayuangin Putri,"",DKI JAKARTA,Kab. KEPULAUAN SERIBU,Kepulauan Seribu Utara,""
1188,Musi,"",SUMATERA UTARA,Kab. NIAS,"",,"0.07972222222222222,97.92972222222222"
11240,Saur Tataun,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.4195552777777776,132.62946"
13040,Wacoke Ganan,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.196245,130.19276694444446"
14469,Mansorom,"",PAPUA,Kab. SUPIORI,"",,"-0.7730555555555556,135.47861111111112"
3516,Tuma,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.37711999999999996,104.26459"
12711,Pyan Si Ef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.0320336111111112,130.76694"
6344,Jompang,"",KALIMANTAN TIMUR,Kab. KUTAI TIMUR,"",,"0.9780555555555556,118.00277777777778"
2376,Batutukong,"",KEPULAUAN RIAU,Kab. BINTAN,"",,"0.7525,104.81"
6032,Tugu,"",KALIMANTAN SELATAN,Kab. KOTA BARU,"",,"-2.6425,116.25972222222222"
14255,Karmonsaren Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2175,136.32"
8980,Bui,"",MALUKU,Kab. MALUKU TENGGARA,"",,"-5.118055555555555,132.00695833333333"
7290,Sapili,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.531111111111111,122.78805555555556"
7465,Bonde,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.47560694444444446,121.6973763888889"
2795,Selarang,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.7894444444444444,103.72111111111111"
266,Panau,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
6579,Batubesar,"",SULAWESI UTARA,Kab. MINAHASA UTARA,"",,"1.8041722222222223,125.05057555555555"
10260,Dua,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.17444444444444443,127.92166666666667"
7815,Taupan,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"",,"-0.5891666666666667,121.62722222222222"
11540,Bessi Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.0972205555555554,131.10088527777776"
11632,Dapunlol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.980878888888889,130.4689302777778"
3269,Malanghitam,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"-0.13301,104.77305"
11157,Nuse Nus,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6547352777777777,132.54670472222222"
6510,Kemboleng,"",SULAWESI UTARA,Kab. KEPULAUAN SANGIHE,"","04039'23""LU dan 1125026'09""BT"
14029,Kikir,"",PAPUA,Kab. NABIRE,"",,"-3.0414841666666668,134.85733166666665"
10997,Fakarnusabuan Selatan,"",PAPUA BARAT,Kab. FAKFAK,"",,"-2.6386025,132.45915333333332"
13724,Nabegat Nit Nus,"",PAPUA BARAT,Kab. KAIMANA,"",,"-3.9071599999999997,134.12297305555558"
12601,Noton Yef,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.2333155555555555,130.53099694444447"
8242,Barigau Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.888016666666666,122.7564"
14272,Mioskapar Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2172725000000002,136.32885527777776"
265,Nyiur Kecil,"",KEPULAUAN RIAU,Kab. BINTAN,"",""
4903,Kawu Gili,"",NUSA TENGGARA BARAT,Kab. LOMBOK BARAT,"",,"-8.888623333333333,116.08335777777778"
10188,Aru,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.09164166666666666,127.41802194444445"
8483,Pondiana Utara,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"",,"-4.138055555555556,122.81055555555555"
7183,Lapidatapalan,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"",,"-1.3258333333333334,123.20583333333333"
3883,Kajang,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"1.1258333333333335,103.84388888888888"
10212,Betbetbuaya,"",MALUKU UTARA,Kab. HALMAHERA SELATAN,"",,"-0.6255555555555555,128.54361111111112"
13553,Fanawa Nit,"",PAPUA BARAT,Kab. KAIMANA,"",,"-4.0144633333333335,134.45353916666664"
13988,Anai,"",PAPUA,Kab. JAYAPURA,"",,"-2.4025,140.23277777777778"
5400,Heli Ana,"",NUSA TENGGARA TIMUR,Kab. ROTE NDAO,"",,"-10.954444444444444,122.88055555555555"
11608,Dabatan Ganan Pat,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.078758055555556,130.41175361111112"
9426,Gasirakargwai,"",MALUKU,Kab. KEPULAUAN ARU,"",,"-6.926111111111111,134.20638888888888"
570,SIMASINGITNGIT,"",SUMATERA BARAT,Kab. KEPULAUAN MENTAWAI,"",,"-2.9822222222222226,0.4252777777777778"
479,SIRANDAH,"",SUMATERA BARAT,KOTA PADANG,BUNGUS TELUK KABUNG,""
4843,Tarahan,"",BANTEN,KOTA TANGERANG,"",,"-5.948888888888889,106.11555555555555"
3005,Adu Kecik,"",KEPULAUAN RIAU,Kab. LINGGA,"",,"0.25166666666666665,104.43816000000001"
1984,Kelebong,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",,"-2.9619383333333333,107.53401222222222"
8296,Lagili Besar,"",SULAWESI TENGGARA,Kab. MUNA,"",,"-4.870043611111112,122.73879611111111"
5208,Pantar,"",NUSA TENGGARA TIMUR,Kab. ALOR,"",,"-8.421111111111111,124.13388888888889"
3806,Bekaul,"",KEPULAUAN RIAU,KOTA B A T A M,"",,"0.8702088888888889,104.24161722222222"
5535,Pemaroh,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.580555555555556,119.62805555555555"
10111,Funaililiar,"",MALUKU UTARA,Kab. HALMAHERA UTARA,"",,"2.113888888888889,127.76583333333333"
11899,Kacaa Lafamaiwonom,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.97886,130.80881555555555"
2628,Belungking,"",KEPULAUAN RIAU,Kab. KARIMUN,"",,"0.9169444444444445,103.4713888888889"
5560,Sature ,"",NUSA TENGGARA TIMUR,Kab. MANGGARAI BARAT,"",,"-8.48861111111111,119.84638888888888"
12862,Sobrain Maralol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-1.072938611111111,131.136565"
12765,Sagaf,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.1711158333333334,130.45883416666666"
6359,Tanjungjorrongjorrong Selatan,"",KALIMANTAN TIMUR,Kab. KUTAI TIMUR,"",,"0.8755555555555555,118.8611111111111"
2297,Karangpesambung Utara,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"",,"-2.717777777777778,108.40722222222223"
3735,Tinggolok Besar,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"3.2630555555555554,106.31222222222222"
12193,Kuinyeben Lu,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-0.4301594444444445,130.68387916666666"
2879,Buluh,"",KEPULAUAN RIAU,Kab. NATUNA,"",,"3.6172222222222223,108.0436111111111"
5056,Pu'du Na'e Nisa á,"",NUSA TENGGARA BARAT,Kab. DOMPU,"",,"-8.598807500000001,118.19935666666667"
11058,Karosi Besar,"",PAPUA BARAT,Kab. FAKFAK,"",,"-3.9562361111111115,132.8363513888889"
7033,Tarape,"",SULAWESI TENGAH,Kab. MOROWALI,"",,"-3.3216666666666663,122.40138888888889"
3648,Nakok,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"2.6341666666666668,106.29444444444444"
12775,Sagof Lol,"",PAPUA BARAT,Kab. RAJA AMPAT,"",,"-2.0298516666666666,130.72202972222223"
4157,Cina,"",DKI JAKARTA,Kab. KEPULAUAN SERIBU,"",,"-5.569349166666666,106.55003194444444"
3673,Pengerat,"",KEPULAUAN RIAU,Kab. KEPULAUAN ANAMBAS,"",,"3.2269444444444444,106.31972222222223"
